"Subject" "Activity_No." "Activity_Name2" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
16 1 "WALKING" 0.14594999 -0.11320168 -0.11320168 0.0015227571 -0.15014134 -0.986081 -0.88103074 -0.45592164 -0.27872219 -0.29361642 -0.29361642 -0.37272073 -0.529979 -0.69747323 -0.44063804 -0.36747727 -0.65897063 -0.75475619
16 1 "WALKING" 0.16615969 -0.15948066 -0.15948066 -0.32069181 -0.17980555 -0.98016203 -0.80958974 -0.61957823 -0.54227227 -0.32206393 -0.32206393 -0.35665465 -0.51689964 -0.69004933 -0.39922605 -0.37942894 -0.6842562 -0.75456826
16 1 "WALKING" 0.2696799 -0.30885337 -0.30885337 -0.46568985 -0.02428982 -0.98699163 -0.60811083 0.10242874 -0.85580613 -0.41344374 -0.41344374 -0.4129009 -0.54063713 -0.73351392 -0.47170461 -0.4715739 -0.71377552 -0.79133231
16 3 "WALKING_DOWNSTAIRS" 0.11146702 -0.019759834 -0.019759834 0.17207223 -0.13731002 -0.98127159 -0.25879319 -0.62838992 -0.60799583 0.060594896 0.060594896 -0.26648854 -0.50435466 -0.6583528 -0.074156428 -0.13277271 -0.6909768 -0.69119691
16 3 "WALKING_DOWNSTAIRS" 0.12932401 -0.053691785 -0.053691785 -0.1372736 -0.016944838 -0.9618722 -0.42560502 -0.66446009 -0.54252452 0.029114932 0.029114932 -0.28176868 -0.44008671 -0.67975154 -0.10405613 -0.23062471 -0.50341395 -0.73178082
16 3 "WALKING_DOWNSTAIRS" 0.032876259 -0.068948094 -0.068948094 -0.27248067 -0.068372657 -0.97280055 -0.73722639 -0.45606069 0.34507535 -0.040438936 -0.040438936 -0.29258487 -0.25987937 -0.64200402 -0.082243358 -0.20846332 -0.53878975 -0.68646459
16 3 "WALKING_DOWNSTAIRS" -0.097673436 0.16297792 0.16297792 -0.089509713 -0.26145103 -0.98176732 -0.83912092 0.05701861 -0.69336439 -0.0036869527 -0.0036869527 -0.30972746 -0.34807473 -0.6425965 0.011725051 -0.2438344 -0.51094305 -0.61882265
16 3 "WALKING_DOWNSTAIRS" -0.063761405 0.018124394 0.018124394 0.053367474 -0.10516249 -0.97229922 -0.77291685 -0.35967748 -0.74150125 0.11320908 0.11320908 -0.14999292 -0.36646811 -0.60066554 0.15042834 0.1754449 -0.47183122 -0.51061645
16 3 "WALKING_DOWNSTAIRS" -0.034870615 0.10928035 0.10928035 -0.017679862 0.059334005 -0.96297593 -0.76748051 0.055953591 -0.71514987 0.11372186 0.11372186 -0.123263 -0.28914411 -0.5814192 0.27518024 0.21798716 -0.46662444 -0.51078743
16 3 "WALKING_DOWNSTAIRS" -0.042183718 0.21190717 0.21190717 0.20486127 0.069594187 -0.96086373 -0.41294563 -0.80062848 -0.91023672 0.086498111 0.086498111 -0.26361779 -0.33780894 -0.64279356 0.013319639 -0.037193216 -0.5857775 -0.57199227
16 3 "WALKING_DOWNSTAIRS" -0.084469995 0.08737393 0.08737393 0.22064478 -0.082459462 -0.96307263 -0.47764733 -0.72954899 -0.7806905 0.065874408 0.065874408 -0.30019321 -0.47442005 -0.68765709 -0.019113364 -0.2559664 -0.61486446 -0.6467173
16 3 "WALKING_DOWNSTAIRS" 0.15700261 0.21305905 0.21305905 -0.010178135 0.076170206 -0.98833472 -0.65736343 -0.73395353 -0.57183431 -0.00055324969 -0.00055324969 -0.28257962 -0.33634812 -0.66451974 -0.036543495 -0.16627093 -0.6031736 -0.67687798
16 3 "WALKING_DOWNSTAIRS" -0.090398088 0.080614219 0.080614219 -0.032917384 0.11083352 -0.9438768 -0.52462764 -0.84251667 -0.51552009 0.010764818 0.010764818 -0.28440743 -0.3032493 -0.67167217 -0.02995119 -0.25591755 -0.44830138 -0.70643494
16 3 "WALKING_DOWNSTAIRS" 0.0049934221 0.10607915 0.10607915 0.1326271 -0.33244894 -0.97975476 -0.79921088 -0.61533534 0.19016806 0.030338073 0.030338073 -0.26970124 -0.14277383 -0.63762846 -0.018420559 -0.21246494 -0.41373187 -0.680524
16 3 "WALKING_DOWNSTAIRS" -0.014645285 0.2002233 0.2002233 -0.057842571 -0.27214638 -0.9837015 -0.77048873 -0.53569514 -0.76153901 0.097476908 0.097476908 -0.25330195 -0.28509575 -0.62869716 0.024630733 -0.09095699 -0.40187976 -0.65209135
16 3 "WALKING_DOWNSTAIRS" -0.025316144 0.47300413 0.47300413 0.14131162 0.035657359 -0.97361569 -0.72712958 -0.61174287 -0.50612049 0.16172939 0.16172939 -0.17789084 -0.29718766 -0.59786877 0.08243623 0.027444062 -0.55955953 -0.56463248
16 3 "WALKING_DOWNSTAIRS" 0.1062324 0.30613052 0.30613052 0.37983548 -0.19714731 -0.96786284 -0.56174161 -0.49089449 -0.78336363 0.1722593 0.1722593 -0.20271079 -0.23329682 -0.58318556 0.099093307 -0.1024667 -0.5845945 -0.58110231
16 3 "WALKING_DOWNSTAIRS" 0.078435762 -0.069090195 -0.069090195 0.16019535 -0.11590149 -0.95272002 -0.73343003 -0.430505 -0.31236812 0.16607368 0.16607368 -0.21605344 -0.32516522 -0.58059876 -0.042006241 -0.19773844 -0.58160344 -0.5309007
16 3 "WALKING_DOWNSTAIRS" -0.065357541 0.062167817 0.062167817 0.047063407 -0.0039851275 -0.95471522 -0.69750301 -0.50998984 -0.2390691 0.20103434 0.20103434 -0.23045659 -0.39423435 -0.60109286 0.084464804 -0.15901253 -0.60875503 -0.5493194
16 3 "WALKING_DOWNSTAIRS" -0.069844248 0.4199099 0.4199099 -0.29021314 -0.086615904 -0.9651868 -0.67559876 -0.26617699 -0.47718876 0.14635301 0.14635301 -0.26357799 -0.26521231 -0.64395508 0.070015818 -0.15646478 -0.63152272 -0.60142377
16 3 "WALKING_DOWNSTAIRS" 0.04144621 0.33963424 0.33963424 0.24846419 -0.085399335 -0.96112158 -0.53941177 -0.21452497 -0.82439073 0.10770509 0.10770509 -0.23020758 -0.40135834 -0.61124566 0.09667858 -0.21831216 -0.44986086 -0.57332278
16 3 "WALKING_DOWNSTAIRS" 0.091955115 0.23955863 0.23955863 -0.12414685 -0.088711492 -0.97816367 -0.77926232 -0.23939999 -0.13433755 0.036017311 0.036017311 -0.24585018 -0.27127199 -0.60506542 0.16212417 -0.13708484 -0.40032934 -0.60407219
16 3 "WALKING_DOWNSTAIRS" 0.018651794 0.25094413 0.25094413 -0.069776258 -0.041607695 -0.9716537 -0.80713052 -0.23019893 -0.64229263 0.10622767 0.10622767 -0.18471906 -0.25167049 -0.55559507 0.13243389 -0.034620295 -0.32981239 -0.51058998
16 3 "WALKING_DOWNSTAIRS" -0.09230333 0.32248891 0.32248891 0.1601403 0.071582936 -0.93801235 -0.32788605 -0.75051303 -0.81721667 0.14581627 0.14581627 -0.13053754 -0.23818168 -0.50159435 0.019439751 -0.018520059 -0.34846945 -0.47325557
16 3 "WALKING_DOWNSTAIRS" -0.010632102 0.089762909 0.089762909 0.089160158 0.049398084 -0.95422823 -0.59652157 -0.79431642 -0.73997482 0.16557278 0.16557278 -0.089766467 -0.18571717 -0.49606277 0.11704074 0.022890292 -0.43798943 -0.47406491
16 3 "WALKING_DOWNSTAIRS" 0.044164659 -0.04807823 -0.04807823 0.20055443 -0.065909843 -0.9455378 -0.77528136 0.0044631879 -0.47464024 0.16401594 0.16401594 -0.16490947 -0.34836545 -0.56899156 0.054674867 -0.025445928 -0.51263498 -0.4978095
16 3 "WALKING_DOWNSTAIRS" -0.0015618567 0.17346641 0.17346641 0.086982328 -0.26474363 -0.95518575 -0.71618505 -0.25639421 -0.31366492 0.15794096 0.15794096 -0.20916183 -0.45244648 -0.636713 0.082620447 -0.16535345 -0.61166841 -0.60874346
16 2 "WALKING_UPSTAIRS" 0.0088909067 0.32781999 0.32781999 -0.17433836 -0.065101487 -0.99298711 -0.66336021 -0.44548259 -0.67241396 -0.17305343 -0.17305343 -0.5003702 -0.22276306 -0.77096997 -0.37647016 -0.50889828 -0.6585584 -0.84236439
16 2 "WALKING_UPSTAIRS" -0.14811796 0.22423511 0.22423511 -0.080183492 -0.0010230315 -0.98787227 -0.36367378 -0.51149806 -0.72615095 -0.18519741 -0.18519741 -0.46024534 -0.42991668 -0.77439645 -0.40772804 -0.50036644 -0.68357864 -0.84090253
16 2 "WALKING_UPSTAIRS" -0.06755917 0.15061705 0.15061705 0.017920093 0.065516512 -0.98765098 -0.6260784 -0.60446433 -0.406494 -0.20464683 -0.20464683 -0.45536463 -0.2662049 -0.75417151 -0.37682429 -0.46963071 -0.56210951 -0.80966313
16 2 "WALKING_UPSTAIRS" -0.11081395 0.24163012 0.24163012 0.075557757 0.27254387 -0.99024959 -0.77861028 -0.63797321 -0.074003175 -0.24526623 -0.24526623 -0.49408647 -0.27724161 -0.75839939 -0.41830265 -0.51541556 -0.59711916 -0.81759121
16 2 "WALKING_UPSTAIRS" -0.16280482 0.3258684 0.3258684 0.11358913 0.1262443 -0.99318 -0.59726627 -0.042653387 -0.75431762 -0.23906112 -0.23906112 -0.49573996 -0.45130426 -0.76603365 -0.41852715 -0.49814707 -0.6380882 -0.81915679
16 2 "WALKING_UPSTAIRS" -0.042555449 0.31453005 0.31453005 0.17755919 0.050769599 -0.98733194 -0.62719667 -0.20665132 -0.62700276 -0.21376055 -0.21376055 -0.42724232 -0.30669065 -0.72384792 -0.30383796 -0.37188939 -0.54836302 -0.78644811
16 2 "WALKING_UPSTAIRS" -0.059159891 0.22231657 0.22231657 0.17887704 0.12894645 -0.98319368 -0.48780957 -0.45295854 -0.39574436 -0.24790868 -0.24790868 -0.44988289 -0.23496137 -0.73157784 -0.28935559 -0.36863445 -0.598619 -0.78730838
16 2 "WALKING_UPSTAIRS" -0.021715345 -0.019940335 -0.019940335 -0.11191372 0.036335115 -0.9898488 -0.69301743 -0.66772018 -0.72867126 -0.25967356 -0.25967356 -0.49025358 -0.28487788 -0.76366041 -0.34520098 -0.45591686 -0.68120956 -0.81193967
16 2 "WALKING_UPSTAIRS" 0.085089627 -0.12923154 -0.12923154 -0.25039194 0.00048742264 -0.98613225 -0.6950914 -0.74010786 -0.80174774 -0.25944828 -0.25944828 -0.50466485 -0.44132483 -0.77259156 -0.396105 -0.50201305 -0.64873298 -0.82778843
16 2 "WALKING_UPSTAIRS" -0.13652751 -0.10978727 -0.10978727 -0.45030193 -0.13709188 -0.99373909 -0.77980414 -0.37270076 -0.36653362 -0.17020462 -0.17020462 -0.51608024 -0.30192467 -0.75526114 -0.36480473 -0.49030499 -0.57137937 -0.83410062
16 2 "WALKING_UPSTAIRS" -0.26391604 -0.13381678 -0.13381678 -0.56971236 0.053785963 -0.99465322 -0.65871256 -0.70249938 -0.33937361 -0.22723295 -0.22723295 -0.49343576 -0.43720682 -0.77164751 -0.37543392 -0.49136305 -0.67466614 -0.82999425
16 2 "WALKING_UPSTAIRS" -0.27579718 0.21751537 0.21751537 0.1284729 -0.092036686 -0.98004822 -0.58085967 -0.33041885 -0.30700444 -0.25285294 -0.25285294 -0.46691853 -0.21549375 -0.75267953 -0.33317474 -0.39294602 -0.50666431 -0.77927422
16 2 "WALKING_UPSTAIRS" -0.038929548 0.24545201 0.24545201 0.023803384 -0.22872441 -0.98070912 -0.66886817 -0.24552888 -0.46203625 -0.2857259 -0.2857259 -0.465944 -0.17300259 -0.72200809 -0.36123567 -0.41714967 -0.5288807 -0.78258703
16 2 "WALKING_UPSTAIRS" 0.179753 0.14256186 0.14256186 0.056268787 -0.0050426787 -0.98394161 -0.51280695 -0.18794264 -0.86262331 -0.2927949 -0.2927949 -0.53508315 -0.44966884 -0.75952848 -0.49312311 -0.58006452 -0.64855719 -0.81500033
16 2 "WALKING_UPSTAIRS" 0.073944829 0.20016419 0.20016419 0.26298252 0.12285338 -0.98779987 -0.79435635 -0.59431265 -0.62831247 -0.30694638 -0.30694638 -0.53899539 -0.43679345 -0.77002228 -0.43184031 -0.51896815 -0.6382255 -0.79594681
16 2 "WALKING_UPSTAIRS" 0.080407089 0.29198049 0.29198049 -0.061466541 0.023204771 -0.99248125 -0.2899629 0.097697263 -0.32968878 -0.33104807 -0.33104807 -0.54896573 -0.37876999 -0.7877886 -0.48222943 -0.54088411 -0.59958964 -0.80807292
16 2 "WALKING_UPSTAIRS" -0.13848862 0.14064752 0.14064752 0.035565779 -0.0087573632 -0.9947622 -0.32565271 -0.19313165 -0.39372652 -0.32717362 -0.32717362 -0.59207334 -0.39267614 -0.81197339 -0.57026232 -0.60773218 -0.73849464 -0.85915844
16 2 "WALKING_UPSTAIRS" -0.22161198 0.048637213 0.048637213 -0.12626706 0.15935002 -0.99426684 -0.51481229 -0.30848337 -0.70040243 -0.32736854 -0.32736854 -0.59307586 -0.45206121 -0.80321814 -0.50819769 -0.59027439 -0.75279843 -0.84565987
16 2 "WALKING_UPSTAIRS" 0.17231044 0.043142385 0.043142385 0.18623582 -0.057841145 -0.99362491 -0.77994356 -0.39061106 -0.60768962 -0.24702084 -0.24702084 -0.54660699 -0.34057294 -0.7745689 -0.41199005 -0.49065829 -0.65410832 -0.83760153
16 2 "WALKING_UPSTAIRS" -0.13018367 0.097352739 0.097352739 0.051071836 -0.13845042 -0.99129014 -0.70602634 -0.54620951 -0.67352668 -0.22775158 -0.22775158 -0.47668192 -0.41920082 -0.75252682 -0.38741992 -0.45547454 -0.63613496 -0.8237267
16 2 "WALKING_UPSTAIRS" -0.25130481 0.13623986 0.13623986 -0.0045811029 0.12650413 -0.9910834 -0.61511129 -0.52694876 -0.55911183 -0.26570863 -0.26570863 -0.48281589 -0.2631404 -0.73812774 -0.42532278 -0.51557166 -0.53078183 -0.79585765
16 2 "WALKING_UPSTAIRS" -0.027852292 0.034619923 0.034619923 0.050549473 0.33234223 -0.98384362 -0.61561723 -0.32216875 -0.5011084 -0.30052149 -0.30052149 -0.52004599 -0.27618796 -0.75147058 -0.46563758 -0.52815542 -0.55060275 -0.79666953
16 2 "WALKING_UPSTAIRS" -0.056193616 -0.049138024 -0.049138024 -0.35507317 0.094239457 -0.99163319 -0.57164984 -0.33419837 -0.64090018 -0.2908327 -0.2908327 -0.52872473 -0.38309428 -0.73977928 -0.43388105 -0.53704924 -0.59856363 -0.77567165
16 2 "WALKING_UPSTAIRS" -0.19162744 -0.18729526 -0.18729526 -0.50680911 -0.09451855 -0.99327444 -0.54303375 0.30507527 -0.76138209 -0.29646185 -0.29646185 -0.5403208 -0.31329671 -0.74313318 -0.47105769 -0.58631181 -0.64992516 -0.78148966
16 2 "WALKING_UPSTAIRS" -0.21597847 -0.025861839 -0.025861839 -0.18087668 0.080795856 -0.97942419 -0.58866205 -0.36659926 -0.91518394 -0.29548805 -0.29548805 -0.55193186 -0.29331008 -0.75721458 -0.4967731 -0.60635857 -0.68580834 -0.79601513
16 2 "WALKING_UPSTAIRS" -0.18432198 0.11257409 0.11257409 0.020303716 0.024742554 -0.99144221 -0.62008664 -0.53532071 -0.46456566 -0.28536052 -0.28536052 -0.55572344 -0.34896912 -0.75615864 -0.46076278 -0.47202777 -0.73614909 -0.78993324
16 2 "WALKING_UPSTAIRS" -0.081044797 -0.036021379 -0.036021379 0.10984387 -0.25695113 -0.99079761 -0.76368493 -0.48308369 -0.75856774 -0.34008093 -0.34008093 -0.59780029 -0.4453534 -0.7788249 -0.47314953 -0.46615618 -0.72291431 -0.81794428
16 5 "STANDING" 0.3472571 -0.28086488 -0.28086488 0.28572659 0.09320643 -0.99984521 -0.12787168 -0.8384936 0.13408605 -0.94742162 -0.94742162 -0.98309876 -0.92864357 -0.9716197 -0.95157125 -0.97476559 -0.92196555 -0.93586203
16 5 "STANDING" 0.053802289 -0.22992387 -0.22992387 0.052093085 -0.089442121 -0.99998249 -0.64776502 -0.93423447 -0.67560123 -0.98364317 -0.98364317 -0.99299456 -0.97855548 -0.99342135 -0.98313573 -0.98563525 -0.97451158 -0.99098071
16 5 "STANDING" 0.15891545 0.032509801 0.032509801 -0.017805961 -0.23117988 -0.99996391 -0.6515725 -0.84772412 -0.70711167 -0.98656724 -0.98656724 -0.9957074 -0.9905187 -0.9968931 -0.98981236 -0.99535351 -0.99038816 -0.99640528
16 5 "STANDING" 0.27458077 0.032585463 0.032585463 -0.22997447 -0.19336292 -0.9999586 -0.091693361 -0.87824229 -0.3028127 -0.97717607 -0.97717607 -0.99245508 -0.97895091 -0.99429999 -0.97894654 -0.99301544 -0.9841754 -0.99322514
16 5 "STANDING" 0.30487858 -0.01094816 -0.01094816 -0.21319319 0.074119111 -0.99996456 -0.042159302 -0.90136415 -0.62575554 -0.97308927 -0.97308927 -0.99168097 -0.97507408 -0.99438739 -0.97980825 -0.99276624 -0.98568013 -0.99376474
16 5 "STANDING" 0.33436447 0.11140927 0.11140927 -0.37209493 0.059965754 -0.99997849 -0.40956095 -0.89801579 -0.8649403 -0.98119842 -0.98119842 -0.99566466 -0.98618763 -0.99614822 -0.98836757 -0.99591121 -0.98972909 -0.99737574
16 5 "STANDING" 0.4167896 -0.13573637 -0.13573637 -0.20213352 -0.062592763 -0.99997801 -0.89388964 -0.72734722 -0.51236355 -0.98653263 -0.98653263 -0.99481151 -0.98552267 -0.99418956 -0.9862203 -0.99530635 -0.9881912 -0.9947833
16 5 "STANDING" 0.37001001 -0.53279018 -0.53279018 -0.080790035 -0.1102857 -0.99997706 -0.44680978 -0.66920493 -0.42837276 -0.98991842 -0.98991842 -0.99297417 -0.98573076 -0.99473772 -0.99306593 -0.99210811 -0.98969357 -0.99465628
16 5 "STANDING" 0.26180789 -0.20223178 -0.20223178 -0.16766167 -0.036737003 -0.99998287 -0.89803527 -0.8025181 -0.6494696 -0.99404118 -0.99404118 -0.99489567 -0.992766 -0.99701975 -0.99308068 -0.99372634 -0.99537575 -0.99723567
16 5 "STANDING" 0.10862419 -0.047006558 -0.047006558 0.047029312 -0.10149174 -0.9999782 -0.39250686 -0.92801647 -0.18780315 -0.9903267 -0.9903267 -0.99503779 -0.99055043 -0.99670807 -0.98988922 -0.99293835 -0.99471585 -0.99629102
16 5 "STANDING" -0.43948327 0.034129172 0.034129172 -0.39878167 0.20505288 -0.99982414 -0.23697831 -0.34221692 -0.25487321 -0.93841767 -0.93841767 -0.97779068 -0.92235648 -0.98463912 -0.91227225 -0.95662658 -0.87379863 -0.97686737
16 5 "STANDING" -0.10887151 0.12711208 0.12711208 -0.60309581 -0.087458099 -0.99978099 0.24512383 0.18901262 0.081236444 -0.88936053 -0.88936053 -0.96240254 -0.89681603 -0.97348551 -0.91284558 -0.9481816 -0.91066724 -0.96474778
16 5 "STANDING" 0.23717624 0.0030677986 0.0030677986 -0.20470037 -0.33798342 -0.99995736 -0.19222949 -0.456262 -0.46421544 -0.93492367 -0.93492367 -0.97622366 -0.95330872 -0.9845758 -0.92381755 -0.96439382 -0.93180952 -0.96757135
16 5 "STANDING" 0.26822673 -0.24489757 -0.24489757 -0.25146511 -0.027310335 -0.99996178 -0.69320432 -0.84069418 -0.39354007 -0.98938764 -0.98938764 -0.99159194 -0.97569172 -0.99575844 -0.99080446 -0.99333848 -0.98754695 -0.99737592
16 5 "STANDING" 0.27720076 -0.55285944 -0.55285944 -0.27137887 0.14222984 -0.99996715 -0.93377167 -0.9614952 -0.8199739 -0.99263975 -0.99263975 -0.99214339 -0.98098453 -0.99501624 -0.9923055 -0.99368664 -0.99240961 -0.99590345
16 5 "STANDING" 0.41495891 -0.45398683 -0.45398683 -0.1933046 0.27325647 -0.99996628 -0.93961911 -0.93931479 -0.39037424 -0.98546166 -0.98546166 -0.98987291 -0.96951452 -0.99404656 -0.98343382 -0.99074396 -0.97935014 -0.99513999
16 5 "STANDING" 0.63167934 -0.15607021 -0.15607021 -0.24134139 0.22025027 -0.9999812 -0.49925658 -0.99871663 -0.19421588 -0.97118966 -0.97118966 -0.98841748 -0.94165082 -0.99090288 -0.97637974 -0.98827485 -0.96307393 -0.99189752
16 5 "STANDING" 0.52670155 0.10414147 0.10414147 -0.15331368 0.13391895 -0.99995959 -0.65773325 -0.85676521 -0.056244483 -0.96747789 -0.96747789 -0.98978499 -0.94955577 -0.98920658 -0.9788157 -0.99082778 -0.96203655 -0.99040089
16 5 "STANDING" 0.2407897 0.064547033 0.064547033 -0.17441913 0.060666831 -0.99995814 -0.79372415 -0.89037577 -0.67330331 -0.97546951 -0.97546951 -0.99123795 -0.97618202 -0.99274385 -0.98474366 -0.99295926 -0.98104284 -0.99328513
16 5 "STANDING" 0.21811673 -0.09925139 -0.09925139 -0.3652788 0.13031504 -0.99998065 -0.88233056 -0.87413821 -0.66532979 -0.98518028 -0.98518028 -0.99083776 -0.97969192 -0.99439278 -0.98088202 -0.98994533 -0.98444385 -0.99497193
16 5 "STANDING" 0.39619546 -0.35920131 -0.35920131 -0.27987108 -0.098532211 -0.99997871 -0.83549236 -0.9764377 -0.70042454 -0.9919043 -0.9919043 -0.98961437 -0.98092944 -0.99276064 -0.98824344 -0.98834723 -0.98580081 -0.99323477
16 5 "STANDING" 0.45518064 -0.26107947 -0.26107947 -0.10714896 -0.17688007 -0.99998328 -0.84597764 -0.8024846 -0.78816916 -0.99082846 -0.99082846 -0.99306322 -0.98526805 -0.99344293 -0.98832207 -0.99122124 -0.98840375 -0.99451062
16 5 "STANDING" 0.46555326 -0.35104614 -0.35104614 -0.28200729 0.1621185 -0.99997959 -0.82871514 -0.2098614 -0.8659681 -0.98645298 -0.98645298 -0.99219164 -0.9858291 -0.99386654 -0.98524393 -0.99059416 -0.98569656 -0.99378968
16 5 "STANDING" 0.36721242 -0.24643318 -0.24643318 -0.13823689 0.15060975 -0.99997281 -0.80651864 -0.84548803 -0.6974788 -0.98006343 -0.98006343 -0.98644938 -0.98085192 -0.9914887 -0.97838995 -0.98728555 -0.9818323 -0.98985194
16 5 "STANDING" 0.32416975 0.50548426 0.50548426 -0.0685329 -0.21911728 -0.99987759 0.69339909 -0.74332594 -0.021577403 -0.81578387 -0.81578387 -0.98753513 -0.87811979 -0.9915037 -0.88582943 -0.98708871 -0.96335686 -0.99032773
16 5 "STANDING" 0.2201778 -0.21197813 -0.21197813 0.035623952 -0.048962797 -0.99981593 -0.42104172 -0.37082046 -0.28898846 -0.96224846 -0.96224846 -0.98634827 -0.9282888 -0.9930543 -0.94618346 -0.97903834 -0.95424215 -0.993838
16 5 "STANDING" 0.19011141 -0.096021845 -0.096021845 -0.014224379 0.080569118 -0.99997453 -0.58775291 -0.47130441 -0.49444626 -0.98084243 -0.98084243 -0.98536603 -0.96719609 -0.99093029 -0.97678055 -0.97947616 -0.97736972 -0.99176714
16 5 "STANDING" 0.46168632 0.14741284 0.14741284 -0.5505404 0.12165933 -0.99996363 -0.84356237 -0.39715286 -0.4296429 -0.97567226 -0.97567226 -0.98255486 -0.96201294 -0.98540525 -0.96246436 -0.98106364 -0.95053631 -0.98023281
16 5 "STANDING" -0.041164628 0.30658371 0.30658371 -0.25821772 -0.084456598 -0.99972183 -0.18144441 -0.20434695 -0.023531889 -0.93526646 -0.93526646 -0.94621361 -0.91381739 -0.96712025 -0.91775687 -0.93030921 -0.93053583 -0.96031033
16 5 "STANDING" -0.1133544 0.16433883 0.16433883 -0.3400513 -0.12406405 -0.99977005 -0.43395736 0.072031244 -0.1930117 -0.93031508 -0.93031508 -0.95550548 -0.93384427 -0.97463169 -0.92673414 -0.92892659 -0.91980265 -0.96354421
16 5 "STANDING" 0.34016318 -0.33976029 -0.33976029 0.12511164 0.13611709 -0.99995444 0.36330765 -0.82643642 -0.68360033 -0.97533532 -0.97533532 -0.99369493 -0.98820501 -0.99474555 -0.98421761 -0.99170879 -0.99039834 -0.9948981
16 5 "STANDING" 0.48989824 -0.39151402 -0.39151402 0.054721867 -0.22653652 -0.99992464 -0.90667588 -0.91586213 -0.29642087 -0.98920974 -0.98920974 -0.99186385 -0.99159984 -0.99614561 -0.98832118 -0.99064813 -0.99342504 -0.99636589
16 5 "STANDING" 0.42563933 -0.52976373 -0.52976373 0.056593377 -0.030681599 -0.99993842 -0.82249869 -0.82287679 -0.41814488 -0.98630645 -0.98630645 -0.99054528 -0.98679062 -0.99570977 -0.98597683 -0.990487 -0.99149209 -0.99654596
16 5 "STANDING" 0.45794288 -0.28710226 -0.28710226 -0.11915316 0.24678102 -0.99994478 -0.94384823 -0.93998375 -0.64757813 -0.98427247 -0.98427247 -0.99120748 -0.9763432 -0.99429119 -0.98384524 -0.99335778 -0.98574859 -0.99561672
16 5 "STANDING" 0.33720732 0.16118004 0.16118004 -0.074064861 0.47795956 -0.99989236 -0.51635554 -0.4503397 -0.24365624 -0.94764692 -0.94764692 -0.97603099 -0.91217929 -0.9818324 -0.89689305 -0.94840198 -0.88755623 -0.97428855
16 5 "STANDING" 0.35025683 0.23889459 0.23889459 -0.40499464 0.25444665 -0.99979676 -0.27443828 -0.21409999 0.32886201 -0.87107743 -0.87107743 -0.95331517 -0.83231459 -0.96800335 -0.8683059 -0.93595686 -0.91638092 -0.96671981
16 5 "STANDING" 0.32487495 0.37925571 0.37925571 -0.53401954 0.16213565 -0.99985648 -0.16611289 0.12869739 -0.036609309 -0.89232901 -0.89232901 -0.96832735 -0.89391548 -0.97872095 -0.88923881 -0.95762579 -0.88769976 -0.97278643
16 5 "STANDING" -0.004261924 0.12611455 0.12611455 0.23718321 0.19425979 -0.99997933 -0.54124659 -0.89174843 -0.74826624 -0.96248377 -0.96248377 -0.99126578 -0.96935672 -0.99242256 -0.98220331 -0.99415051 -0.97746038 -0.99370481
16 5 "STANDING" 0.33849933 -0.53491984 -0.53491984 0.09228559 0.28237747 -0.99990724 0.12995853 -0.87330592 -0.4757486 -0.97895846 -0.97895846 -0.99346217 -0.96406678 -0.99448943 -0.98242913 -0.99523352 -0.98154759 -0.99495431
16 5 "STANDING" 0.52807013 -0.099562388 -0.099562388 0.19285054 0.27080907 -0.99998207 -0.1251901 -0.874164 -0.26579614 -0.97325925 -0.97325925 -0.99180432 -0.9626763 -0.9935816 -0.97112027 -0.99089333 -0.97774296 -0.9923564
16 5 "STANDING" 0.53000267 0.0058845312 0.0058845312 -0.04539423 0.14798075 -0.99992644 -0.24306016 -0.96044916 0.092221912 -0.97495143 -0.97495143 -0.99140228 -0.97572246 -0.99417251 -0.96836397 -0.98968512 -0.97684616 -0.99270604
16 5 "STANDING" 0.13957077 -0.04979854 -0.04979854 -0.78207981 0.12242351 -0.99991262 -0.76803791 -0.7561398 -0.38023535 -0.97408353 -0.97408353 -0.98530628 -0.95830739 -0.98905039 -0.91016007 -0.96873765 -0.88065403 -0.97629382
16 4 "SITTING" -0.011457572 0.26825611 0.26825611 0.14259404 -0.1041442 -0.99997718 -0.41603306 -0.80368237 0.31720976 -0.96323879 -0.96323879 -0.99398072 -0.8881932 -0.99622349 -0.9674331 -0.99173993 -0.97695748 -0.99600856
16 4 "SITTING" 0.114803 -0.12424479 -0.12424479 0.12301477 0.27680664 -0.99994696 -0.38001498 -0.77723788 0.11541837 -0.98518753 -0.98518753 -0.99509574 -0.93170883 -0.99622904 -0.9884234 -0.99359419 -0.97071729 -0.99636911
16 4 "SITTING" -0.048371052 -0.6053436 -0.6053436 0.1733941 0.15684542 -0.99995392 -0.92869051 -0.86525784 0.09948505 -0.996449 -0.996449 -0.99434357 -0.97098757 -0.99703963 -0.99596147 -0.9953442 -0.9804547 -0.99747688
